payment_id,payment_type,payment_amount,payment_date
2645,cash,2000,2019-06-19
2646,cash,700,2014-10-10
2647,cash,2300,2018-10-22
2648,cash,600,2018-01-03
2649,cash,2400,2017-03-29
2650,cash,1100,2019-03-27
2651,cash,400,2019-02-23
2652,cash,1400,2014-03-13
2653,cash,1000,2017-03-06
2654,cash,300,2015-10-13
2655,cash,2500,2019-09-09
2656,cash,2100,2019-11-22
2657,cash,1700,2017-03-30
2658,cash,400,2019-02-16
2659,cash,1500,2018-11-07
2660,cash,1400,2014-08-08
2661,cash,1400,2019-10-04
2662,cash,2200,2016-08-14
2663,cash,2500,2011-03-25
2664,cash,1800,2015-03-29
2665,cash,2300,2017-08-03
2666,cash,1500,2018-06-19
2667,cash,2200,2016-08-19
2668,cash,600,2019-12-29
2669,cash,2100,2018-01-25
2670,cash,1900,2015-07-19
2671,cash,900,2016-06-22
2672,cash,700,2018-12-26
2673,cash,1900,2019-12-18
2674,cash,500,2019-04-22
2675,cash,1600,2018-04-25
2676,cash,1300,2013-10-28
2677,cash,1100,2018-02-17
2678,cash,2300,2019-09-01
2679,cash,1300,2019-02-28
2680,cash,2200,2019-12-15
2681,cash,2000,2019-01-07
2682,cash,2400,2018-09-05
2683,cash,900,2018-03-13
2684,cash,2500,2014-03-26
2685,cash,2000,2014-04-13
2686,cash,2200,2019-03-23
2687,cash,400,2019-09-24
2688,cash,1500,2018-06-09
2689,cash,400,2019-02-14
2690,cash,1900,2019-10-08
2691,cash,1600,2015-02-17
2692,cash,2100,2014-12-04
2693,cash,2500,2016-02-26
2694,cash,1200,2016-09-01
2695,cash,1100,2018-12-11
2696,cash,1300,2018-10-18
2697,cash,2300,2014-09-22
2698,cash,1600,2018-07-03
2699,cash,1500,2019-01-27
2700,cash,300,2017-12-18
2701,cash,300,2019-12-15
2702,cash,1400,2017-09-26
2703,cash,1600,2019-08-26
2704,cash,1900,2019-04-22
2705,cash,2400,2019-02-06
2706,cash,2200,2019-08-11
2707,cash,600,2019-08-29
2708,cash,2100,2018-03-05
2709,cash,500,2018-01-07
2710,cash,900,2014-01-09
2711,cash,400,2014-09-12
2712,cash,2100,2017-12-06
2713,cash,300,2015-09-01
2714,cash,700,2019-04-12
2715,cash,1100,2018-06-03
2716,cash,1700,2019-05-12
2717,cash,2400,2014-04-10
2718,cash,1300,2019-07-24
2719,cash,1100,2018-04-06
2720,cash,1600,2019-09-21
2721,cash,2300,2016-07-22
2722,cash,1200,2014-09-29
2723,cash,700,2019-06-28
2724,cash,2000,2019-11-08
2725,cash,700,2016-09-16
2726,cash,1500,2019-11-17
2727,cash,1200,2017-05-15
2728,cash,600,2015-12-08
2729,cash,300,2018-02-13
2730,cash,1100,2015-08-12
2731,cash,500,2016-02-27
2732,cash,2100,2018-02-06
2733,cash,1700,2019-01-09
2734,cash,2200,2019-11-02
2735,cash,1100,2016-11-06
2736,cash,800,2011-12-10
2737,cash,900,2017-11-04
2738,cash,1700,2017-01-29
2739,cash,400,2010-07-21
2740,cash,1300,2014-05-24
2741,cash,600,2019-12-13
2742,cash,1500,2019-04-30
2743,cash,2200,2017-12-07
2744,cash,1400,2017-08-08
2745,cash,1300,2019-05-01
2746,cash,400,2014-01-13
2747,cash,400,2011-03-21
2748,cash,600,2017-01-06
2749,cash,1800,2017-06-01
2750,cash,700,2017-07-28
2751,cash,700,2016-12-17
2752,cash,2100,2019-01-04
2753,cash,1500,2015-06-06
2754,cash,2400,2018-10-11
2755,cash,1600,2017-12-29
2756,cash,1200,2014-03-24
2757,cash,2400,2012-03-30
2758,cash,1500,2018-10-27
2759,cash,1200,2017-04-11
2760,cash,2300,2019-09-05
2761,cash,800,2019-08-31
2762,cash,2200,2012-06-01
2763,cash,2300,2016-10-28
2764,cash,2100,2012-07-13
2765,cash,1200,2017-04-09
2766,cash,2000,2015-07-02
2767,cash,900,2019-04-10
2768,cash,500,2016-06-09
2769,cash,500,2017-07-29
2770,cash,600,2014-02-28
2771,cash,1700,2019-01-15
2772,cash,1500,2019-12-10
2773,cash,1400,2016-08-24
2774,cash,1100,2014-05-18
2775,cash,2100,2017-08-11
2776,cash,1100,2018-12-18
2777,cash,900,2017-05-08
2778,cash,1100,2019-11-27
2779,cash,2200,2016-10-15
2780,cash,2100,2019-02-21
2781,cash,1200,2019-11-04
2782,cash,2300,2018-01-01
2783,cash,1300,2014-01-18
2784,cash,1900,2016-04-22
2785,cash,1300,2017-02-06
2786,cash,1900,2018-09-12
2787,cash,500,2011-01-20
2788,cash,300,2018-07-13
2789,cash,2100,2013-07-22
2790,cash,2200,2019-03-16
2791,cash,300,2018-10-22
2792,cash,2200,2015-12-12
2793,cash,2400,2017-10-24
2794,cash,2300,2018-04-17
2795,cash,400,2019-03-15
2796,cash,2100,2019-04-23
2797,cash,2100,2019-10-21
2798,cash,300,2018-11-21
2799,cash,1700,2014-07-21
2800,cash,2200,2014-06-12
2801,cash,1900,2011-09-18
2802,cash,1800,2014-05-07
2803,cash,500,2013-09-25
2804,cash,500,2014-11-12
2805,cash,600,2013-11-02
2806,cash,1600,2018-01-21
2807,cash,1300,2015-08-21
2808,cash,2000,2019-10-08
2809,cash,1500,2015-06-24
2810,cash,900,2019-12-31
2811,cash,2100,2018-10-15
2812,cash,2200,2018-04-14
2813,cash,700,2016-06-11
2814,cash,2200,2019-07-05
2815,cash,600,2017-07-31
2816,cash,1800,2017-04-11
2817,cash,700,2017-07-06
2818,cash,2500,2016-09-11
2819,cash,300,2019-12-27
2820,cash,1200,2019-08-06
2821,cash,1900,2019-12-16
2822,cash,2200,2018-08-09
2823,cash,1900,2019-10-09
2824,cash,1900,2018-09-02
2825,cash,1100,2017-11-08
2826,cash,1400,2019-01-04
2827,cash,1400,2017-12-26
2828,cash,1400,2018-02-21
2829,cash,2300,2018-10-14
2830,cash,1400,2019-04-26
2831,cash,800,2019-02-11
2832,cash,700,2017-04-27
2833,cash,1300,2018-10-30
2834,cash,1200,2019-12-28
2835,cash,1400,2017-09-19
2836,cash,1500,2017-10-03
2837,cash,1200,2018-07-15
2838,cash,2400,2018-08-11
2839,cash,2200,2017-06-15
2840,cash,300,2018-01-31
2841,cash,2200,2018-12-07
2842,cash,500,2019-10-20
2843,cash,1300,2016-09-05
2844,cash,2200,2019-11-11
2845,cash,1600,2015-09-20
2846,cash,1800,2017-12-14
2847,cash,400,2018-08-05
2848,cash,600,2016-07-05
2849,cash,2200,2012-04-15
2850,cash,2200,2018-06-05
2851,cash,2000,2013-01-31
2852,cash,1500,2018-05-11
2853,cash,1900,2017-07-30
2854,cash,1300,2019-09-14
2855,cash,2000,2016-07-31
2856,cash,2500,2019-09-25
2857,cash,1200,2017-08-11
2858,cash,1500,2014-03-21
2859,cash,900,2019-09-07
2860,cash,2300,2013-03-18
2861,cash,600,2017-02-04
2862,cash,1900,2013-12-05
2863,cash,1500,2014-12-19
2864,cash,1500,2019-07-02
2865,cash,500,2019-11-09
2866,cash,300,2018-05-17
2867,cash,1800,2018-06-01
2868,cash,2000,2015-08-19
2869,cash,1500,2017-12-14
2870,cash,700,2017-08-29
2871,cash,2100,2019-06-23
2872,cash,1500,2017-03-30
2873,cash,800,2019-12-18
2874,cash,900,2019-07-22
2875,cash,500,2016-02-02
2876,cash,800,2018-01-15
2877,cash,1200,2019-08-20
2878,cash,700,2016-01-31
2879,cash,300,2019-06-12
2880,cash,2500,2018-12-17
2881,cash,700,2017-06-07
2882,cash,1700,2017-05-27
2883,cash,1000,2015-12-14
2884,cash,400,2016-02-09
2885,cash,700,2016-01-06
2886,cash,2400,2014-01-18
2887,cash,1000,2017-08-15
2888,cash,1100,2017-08-08
2889,cash,1800,2014-06-05
2890,cash,1100,2019-12-27
2891,cash,300,2019-06-15
2892,cash,1000,2017-08-22
2893,cash,2300,2019-04-21
2894,cash,2300,2019-05-22
2895,cash,1800,2017-08-25
2896,cash,1900,2016-07-22
2897,cash,1000,2016-06-28
2898,cash,400,2019-07-14
2899,cash,400,2019-11-19
2900,cash,400,2012-04-19
2901,cash,1800,2019-10-22
2902,cash,1600,2016-08-07
2903,cash,2500,2019-02-14
2904,cash,1700,2015-10-17
2905,cash,900,2019-07-07
2906,cash,2100,2017-07-15
2907,cash,2100,2016-05-18
2908,cash,1100,2019-07-24
2909,cash,1000,2019-09-24
2910,cash,1300,2016-07-24
2911,cash,1200,2019-11-10
2912,cash,900,2013-03-11
2913,cash,2200,2016-07-30
2914,cash,2300,2019-07-10
2915,cash,1400,2019-05-14
2916,cash,2500,2015-09-08
2917,cash,400,2019-04-22
2918,cash,2200,2014-08-17
2919,cash,500,2016-02-06
2920,cash,500,2019-10-29
2921,cash,2200,2017-05-17
2922,cash,1500,2018-10-10
2923,cash,800,2018-09-05
2924,cash,600,2019-12-15
2925,cash,1200,2018-08-04
2926,cash,600,2014-10-15
2927,cash,1300,2013-08-17
2928,cash,1800,2019-03-31
2929,cash,800,2019-02-09
2930,cash,800,2016-03-21
2931,cash,1900,2019-01-07
2932,cash,2000,2013-02-01
2933,cash,600,2010-07-03
2934,cash,1000,2019-09-04
2935,cash,800,2019-05-16
2936,cash,2100,2019-08-02
2937,cash,1300,2014-12-25
2938,cash,2100,2019-07-28
2939,cash,2300,2019-12-14
2940,cash,2000,2010-05-26
2941,cash,1100,2017-06-23
2942,cash,1500,2019-05-12
2943,cash,2100,2017-06-04
2944,cash,2400,2019-07-08
2945,cash,1900,2018-07-24
2946,cash,1500,2019-07-26
2947,cash,2100,2019-12-26
2948,cash,300,2019-03-25
2949,cash,1400,2017-03-07
2950,cash,2000,2018-07-15
2951,cash,1100,2018-02-26
2952,cash,2200,2019-10-27
2953,cash,2500,2015-12-14
2954,cash,1100,2010-06-19
2955,cash,2200,2019-06-29
2956,cash,1700,2016-10-09
2957,cash,1600,2018-03-31
2958,cash,1800,2018-03-09
2959,cash,2000,2015-09-20
2960,cash,1800,2019-07-11
2961,cash,1200,2014-09-20
2962,cash,400,2016-03-01
2963,cash,400,2017-05-06
2964,cash,2000,2016-04-08
2965,cash,500,2019-09-21
2966,cash,2100,2019-08-18
2967,cash,1700,2019-01-15
2968,cash,700,2013-06-23
2969,cash,1900,2019-07-09
2970,cash,2400,2012-05-14
2971,cash,1700,2017-07-05
2972,cash,400,2015-11-01
2973,cash,2500,2015-08-31
2974,cash,1700,2014-10-25
2975,cash,300,2019-12-31
2976,cash,1800,2019-07-31
2977,cash,2100,2016-11-19
2978,cash,900,2018-08-06
2979,cash,2500,2019-10-31
2980,cash,400,2018-09-04
2981,cash,400,2019-03-20
2982,cash,2500,2019-05-25
2983,cash,1300,2019-04-22
2984,cash,1300,2017-11-08
2985,cash,1900,2017-05-28
2986,cash,700,2016-08-23
2987,cash,900,2012-07-04
2988,cash,900,2016-03-08
2989,cash,900,2014-02-22
2990,cash,2500,2015-05-28
2991,cash,1800,2017-10-09
2992,cash,300,2018-08-27
2993,cash,700,2018-12-16
2994,cash,2200,2011-10-24
2995,cash,2400,2017-10-24
2996,cash,700,2014-07-16
2997,cash,1100,2016-06-12
2998,cash,1900,2018-06-15
2999,cash,1300,2015-03-24
3000,cash,2500,2019-11-25
3001,cash,1900,2019-06-21
3002,cash,2200,2016-12-31
3003,cash,800,2015-01-17
3004,cash,2400,2019-04-03
3005,cash,2300,2014-11-04
3006,cash,1400,2018-08-07
3007,cash,400,2017-10-07
3008,cash,1000,2016-10-20
3009,cash,1900,2019-10-20
3010,cash,1200,2019-12-21
3011,cash,1700,2014-12-10
3012,cash,2000,2014-04-28
3013,cash,600,2010-02-28
3014,cash,1400,2017-05-01
3015,cash,800,2019-08-09
3016,cash,600,2019-05-25
3017,cash,700,2018-07-27
3018,cash,2200,2019-09-23
3019,cash,500,2015-06-09
3020,cash,2100,2019-06-03
3021,cash,1400,2018-07-20
3022,cash,2200,2018-09-16
3023,cash,1700,2016-11-09
3024,cash,1400,2015-06-04
3025,cash,1600,2013-03-01
3026,cash,2100,2017-06-07
3027,cash,2100,2017-12-04
3028,cash,2000,2016-11-02
3029,cash,1700,2017-07-09
3030,cash,1100,2019-02-27
3031,cash,700,2014-10-09
3032,cash,800,2015-09-27
3033,cash,300,2017-06-08
3034,cash,1600,2018-11-06
3035,cash,800,2015-10-10
3036,cash,1200,2016-12-30
3037,cash,1400,2019-05-21
3038,cash,2300,2019-09-23
3039,cash,1100,2017-10-27
3040,cash,800,2015-02-18
3041,cash,1900,2017-10-02
3042,cash,1100,2018-03-06
3043,cash,2400,2015-11-09
3044,cash,400,2018-08-08
3045,cash,600,2019-09-13
3046,cash,300,2018-06-27
3047,cash,2100,2013-04-15
3048,cash,1100,2019-11-25
3049,cash,1700,2015-07-13
3050,cash,2200,2017-11-27
3051,cash,500,2013-10-06
3052,cash,1000,2012-01-19
3053,cash,700,2019-06-30
3054,cash,1600,2018-05-22
3055,cash,400,2017-11-21
3056,cash,1100,2014-11-30
3057,cash,800,2016-08-06
3058,cash,1900,2019-09-13
3059,cash,400,2019-04-01
3060,cash,1300,2018-04-30
3061,cash,700,2019-04-23
3062,cash,900,2019-09-04
3063,cash,1300,2017-04-22
3064,cash,1400,2013-11-28
3065,cash,2200,2019-02-16
3066,cash,600,2019-02-18
3067,cash,400,2018-01-01
3068,cash,1000,2018-08-23
3069,cash,800,2018-02-05
3070,cash,1300,2018-06-13
3071,cash,700,2019-12-30
3072,cash,400,2019-08-15
3073,cash,1500,2015-02-08
3074,cash,700,2017-12-09
3075,cash,2400,2016-12-09
3076,cash,1100,2017-04-13
3077,cash,300,2018-01-10
3078,cash,600,2018-05-06
3079,cash,2000,2017-08-26
3080,cash,1500,2019-02-20
3081,cash,1100,2019-01-12
3082,cash,900,2019-05-10
3083,cash,500,2013-09-19
3084,cash,1600,2019-04-23
3085,cash,500,2013-05-24
3086,cash,400,2019-03-20
3087,cash,800,2017-07-07
3088,cash,2300,2015-11-20
3089,cash,1200,2019-01-28
3090,cash,300,2019-10-30
3091,cash,900,2015-11-15
3092,cash,1900,2015-12-02
3093,cash,500,2014-07-06
3094,cash,400,2019-08-22
3095,cash,1500,2018-11-20
3096,cash,300,2019-11-27
3097,cash,300,2018-08-09
3098,cash,1300,2016-11-21
3099,cash,1500,2019-02-15
3100,cash,2400,2018-04-27
3101,cash,1000,2019-10-08
3102,cash,400,2015-10-07
3103,cash,700,2019-01-13
3104,cash,1000,2019-12-29
3105,cash,1800,2017-04-11
3106,cash,2200,2019-09-11
3107,cash,2000,2014-11-12
3108,cash,1300,2017-10-17
3109,cash,2100,2016-11-14
3110,cash,600,2018-07-29
3111,cash,1100,2016-05-20
3112,cash,1900,2019-09-02
3113,cash,1100,2018-06-12
3114,cash,2300,2017-05-03
3115,cash,1300,2019-12-28
3116,cash,1400,2012-12-15
3117,cash,700,2014-07-26
3118,cash,1200,2015-02-19
3119,cash,1700,2019-04-23
3120,cash,1900,2017-02-15
3121,cash,1000,2019-11-02
3122,cash,1600,2018-07-15
3123,cash,1100,2011-07-09
3124,cash,1100,2015-01-10
3125,cash,2400,2017-12-17
3126,cash,300,2013-12-20
3127,cash,1800,2013-10-09
3128,cash,300,2018-05-07
3129,cash,2500,2017-05-27
3130,cash,1800,2018-12-17
3131,cash,2100,2019-01-24
3132,cash,1800,2016-12-03
3133,cash,900,2018-11-21
3134,cash,2400,2018-03-11
3135,cash,2100,2019-12-30
3136,cash,1900,2019-02-20
3137,cash,800,2016-11-17
3138,cash,1000,2018-10-03
3139,cash,900,2018-07-31
3140,cash,1600,2018-07-23
3141,cash,600,2017-08-19
3142,cash,1100,2018-07-08
3143,cash,600,2019-07-28
3144,cash,600,2016-09-14
3145,cash,600,2019-10-15
3146,cash,1000,2015-09-16
3147,cash,1000,2013-03-12
3148,cash,900,2018-04-18
3149,cash,2200,2018-01-07
3150,cash,1400,2016-09-03
3151,cash,1600,2019-02-18
3152,cash,1900,2018-05-27
3153,cash,1600,2016-09-26
3154,cash,1700,2015-10-25
3155,cash,2000,2019-05-10
3156,cash,400,2013-10-25
3157,cash,1100,2019-09-26
3158,cash,1200,2019-12-23
3159,cash,1500,2019-02-08
3160,cash,900,2018-10-06
3161,cash,1300,2018-04-08
3162,cash,600,2017-12-23
3163,cash,1500,2019-11-27
3164,cash,1300,2019-06-08
3165,cash,1000,2018-10-19
3166,cash,1100,2017-05-15
3167,cash,2400,2017-07-09
3168,cash,600,2015-08-12
3169,cash,2200,2018-06-26
3170,cash,800,2017-09-18
3171,cash,1500,2014-02-13
3172,cash,500,2018-07-25
3173,cash,800,2017-06-29
3174,cash,700,2018-08-19
3175,cash,1600,2018-06-22
3176,cash,800,2015-03-27
3177,cash,2200,2018-06-28
3178,cash,1100,2018-04-15
3179,cash,1700,2019-12-21
3180,cash,1500,2019-12-18
3181,cash,1300,2016-02-07
3182,cash,1600,2014-11-29
3183,cash,2500,2019-01-14
3184,cash,2000,2018-05-13
3185,cash,1000,2017-10-27
3186,cash,300,2017-12-24
3187,cash,1800,2018-09-16
3188,cash,600,2018-12-26
3189,cash,2500,2017-12-31
3190,cash,1100,2019-03-19
3191,cash,1600,2019-05-13
3192,cash,1900,2018-05-11
3193,cash,700,2019-12-18
3194,cash,2300,2015-02-03
3195,cash,1600,2019-12-14
3196,cash,2300,2014-07-07
3197,cash,1000,2017-11-30
3198,cash,400,2019-12-16
3199,cash,1700,2018-09-07
3200,cash,800,2017-03-08
3201,cash,300,2017-10-10
3202,cash,1800,2016-03-30
3203,cash,1400,2019-11-26
3204,cash,400,2019-01-16
3205,cash,900,2012-07-11
3206,cash,600,2016-06-01
3207,cash,1400,2017-02-13
3208,cash,800,2019-12-18
3209,cash,1200,2013-07-07
3210,cash,1800,2012-07-23
3211,cash,300,2019-10-17
3212,cash,1000,2019-09-23
3213,cash,2400,2019-07-28
3214,cash,900,2019-03-30
3215,cash,1600,2018-07-25
3216,cash,1100,2016-07-19
3217,cash,600,2018-11-07
3218,cash,1500,2019-02-21
3219,cash,1200,2013-12-26
3220,cash,1500,2012-09-18
3221,cash,1700,2014-10-13
3222,cash,1200,2013-11-10
3223,cash,1500,2014-04-24
3224,cash,700,2019-09-18
3225,cash,800,2016-08-12
3226,cash,600,2019-12-24
3227,cash,800,2019-11-12
3228,cash,600,2018-04-02
3229,cash,600,2018-11-12
3230,cash,2000,2019-08-14
3231,cash,400,2018-12-24
3232,cash,2200,2015-06-04
3233,cash,1500,2019-10-05
3234,cash,1300,2017-12-29
3235,cash,900,2016-01-08
3236,cash,1300,2012-11-13
3237,cash,700,2018-08-11
3238,cash,1200,2019-07-30
3239,cash,2400,2019-11-10
3240,cash,1100,2015-06-10
3241,cash,1400,2016-10-29
3242,cash,2000,2015-06-05
3243,cash,1000,2018-09-27
3244,cash,1300,2013-08-19
3245,cash,1800,2017-10-30
3246,cash,2500,2017-09-28
3247,cash,800,2015-01-07
3248,cash,1900,2017-02-01
3249,cash,2400,2019-01-23
3250,cash,1900,2016-04-11
3251,cash,700,2013-04-03
3252,cash,300,2018-05-12
3253,cash,700,2017-12-04
3254,cash,400,2017-11-24
3255,cash,2500,2015-12-18
3256,cash,700,2019-11-08
3257,cash,400,2019-03-19
3258,cash,1900,2015-12-13
3259,cash,1400,2012-04-21
3260,cash,500,2017-11-20
3261,cash,2400,2013-02-21
3262,cash,1400,2015-08-08
3263,cash,800,2016-12-23
3264,cash,1600,2019-05-29
3265,cash,800,2018-04-20
3266,cash,2400,2019-04-07
3267,cash,300,2019-12-19
3268,cash,2000,2018-08-01
3269,cash,2200,2017-02-14
3270,cash,2300,2019-09-30
3271,cash,2400,2016-10-31
3272,cash,400,2018-05-28
3273,cash,1700,2016-10-16
3274,cash,600,2019-05-22
3275,cash,1800,2019-04-25
3276,cash,2400,2019-03-18
3277,cash,1800,2012-07-28
3278,cash,1700,2019-10-03
3279,cash,1300,2014-03-07
3280,cash,2500,2019-08-18
3281,cash,900,2019-12-05
3282,cash,2200,2017-01-05
3283,cash,800,2016-09-10
3284,cash,700,2018-12-23
3285,cash,500,2019-07-20
3286,cash,800,2018-11-28
3287,cash,1600,2013-10-25
3288,cash,2400,2019-11-22
3289,cash,700,2019-08-29
3290,cash,600,2016-04-21
3291,cash,1800,2019-03-29
3292,cash,1700,2016-02-15
3293,cash,1800,2014-10-08
3294,cash,2400,2017-09-04
3295,cash,1500,2017-01-18
3296,cash,2400,2011-08-17
3297,cash,1400,2017-03-22
3298,cash,1700,2016-12-24
3299,cash,400,2019-11-25
3300,cash,1400,2017-08-10
3301,cash,1900,2019-04-07
3302,cash,600,2013-02-14
3303,cash,1900,2019-06-23
3304,cash,800,2019-11-24
3305,cash,1700,2019-12-06
3306,cash,1200,2013-12-12
3307,cash,900,2017-12-28
3308,cash,800,2018-11-08
3309,cash,1200,2019-09-11
3310,cash,1600,2019-11-25
3311,cash,1600,2017-12-10
3312,cash,1000,2018-10-29
3313,cash,700,2018-10-07
3314,cash,1000,2019-11-23
3315,cash,1700,2018-12-10
3316,cash,1000,2012-09-03
3317,cash,500,2019-12-28
3318,cash,2000,2019-01-12
3319,cash,2100,2016-03-09
3320,cash,1300,2014-06-08
3321,cash,1000,2016-11-03
3322,cash,2000,2019-02-26
3323,cash,1300,2014-05-13
3324,cash,500,2018-09-07
3325,cash,1600,2019-10-08
3326,cash,1700,2017-05-19
3327,cash,1600,2015-03-09
3328,cash,1400,2019-10-23
3329,cash,1300,2018-02-03
3330,cash,1900,2019-08-13
3331,cash,2200,2019-11-23
3332,cash,2000,2019-01-25
3333,cash,1100,2016-04-07
3334,cash,1100,2016-09-08
3335,cash,2400,2013-02-25
3336,cash,700,2019-07-31
3337,cash,2000,2016-02-25
3338,cash,2400,2017-03-03
3339,cash,500,2016-05-19
3340,cash,1100,2018-09-11
3341,cash,400,2019-11-20
3342,cash,1200,2018-02-12
3343,cash,500,2016-09-07
3344,cash,700,2015-02-03
3345,cash,1300,2019-08-22
3346,cash,2100,2015-05-19
3347,cash,2500,2011-08-13
3348,cash,1600,2019-06-14
3349,cash,1400,2019-06-25
3350,cash,2000,2015-08-09
3351,cash,2400,2017-08-21
3352,cash,2000,2018-06-26
3353,cash,2100,2017-04-20
3354,cash,2100,2017-04-02
3355,cash,1500,2019-06-30
3356,cash,1600,2018-10-16
3357,cash,600,2014-01-14
3358,cash,1100,2019-11-07
3359,cash,1800,2019-09-26
3360,cash,1500,2018-07-10
3361,cash,1200,2019-11-03
3362,cash,2000,2012-09-29
3363,cash,300,2018-07-09
3364,cash,700,2019-09-16
3365,cash,1800,2018-05-25
3366,cash,1200,2013-05-17
3367,cash,1500,2019-02-19
3368,cash,300,2016-05-20
3369,cash,2000,2019-03-30
3370,cash,1400,2019-12-28
3371,cash,700,2019-06-17
3372,cash,400,2013-11-21
3373,cash,900,2019-06-06
3374,cash,2500,2017-03-25
3375,cash,2400,2013-12-10
3376,cash,2000,2019-11-26
3377,cash,1100,2019-08-03
3378,cash,2200,2018-07-14
3379,cash,300,2018-11-30
3380,cash,1200,2018-06-24
3381,cash,1400,2017-09-24
3382,cash,1900,2017-09-25
3383,cash,400,2011-02-03
3384,cash,1400,2017-05-07
3385,cash,1500,2018-03-19
3386,cash,1800,2014-06-13
3387,cash,1200,2019-01-04
3388,cash,2300,2019-07-16
3389,cash,2100,2019-07-26
3390,cash,1900,2018-06-22
3391,cash,2100,2015-01-28
3392,cash,1300,2017-04-09
3393,cash,2400,2017-08-31
3394,cash,1600,2017-06-12
3395,cash,2200,2013-11-03
3396,cash,2100,2019-10-25
3397,cash,1800,2016-09-21
3398,cash,2500,2017-12-30
3399,cash,2200,2018-06-09
3400,cash,2400,2015-03-10
3401,cash,1900,2017-05-05
3402,cash,1400,2017-07-25
3403,cash,1800,2016-05-24
3404,cash,700,2017-11-01
3405,cash,300,2016-03-02
3406,cash,1500,2019-10-21
3407,cash,300,2019-09-18
3408,cash,1500,2019-05-25
3409,cash,1500,2016-07-29
3410,cash,1200,2014-08-07
3411,cash,2100,2015-03-07
3412,cash,2500,2017-10-22
3413,cash,1400,2019-04-03
3414,cash,800,2017-08-23
3415,cash,2300,2017-09-24
3416,cash,1100,2018-09-07
3417,cash,2200,2019-12-12
3418,cash,900,2019-10-08
3419,cash,400,2019-11-26
3420,cash,1000,2018-03-12
3421,cash,1600,2019-06-02
3422,cash,600,2017-08-13
3423,cash,900,2019-12-14
3424,cash,2100,2018-06-15
3425,cash,2500,2013-06-09
3426,cash,2000,2019-06-20
3427,cash,1000,2015-09-09
3428,cash,500,2018-01-12
3429,cash,800,2019-06-24
3430,cash,1200,2019-11-19
3431,cash,600,2019-10-07
3432,cash,1400,2019-07-15
3433,cash,1400,2016-01-11
3434,cash,2100,2016-06-19
3435,cash,2200,2018-10-24
3436,cash,600,2015-10-28
3437,cash,1300,2019-04-30
3438,cash,1500,2019-01-19
3439,cash,800,2014-07-16
3440,cash,300,2019-12-08
3441,cash,500,2017-03-20
3442,cash,1800,2019-08-28
3443,cash,600,2017-08-19
3444,cash,2300,2019-11-28
3445,cash,700,2012-03-21
3446,cash,2300,2018-04-29
3447,cash,2200,2015-07-26
3448,cash,900,2016-10-26
3449,cash,1900,2019-03-19
3450,cash,1500,2019-04-26
3451,cash,1800,2016-05-11
3452,cash,1600,2018-10-06
3453,cash,1100,2019-10-07
3454,cash,600,2019-10-16
3455,cash,800,2017-05-21
3456,cash,1300,2018-11-01
3457,cash,1700,2019-11-04
3458,cash,2400,2019-07-26
3459,cash,2100,2019-12-11
3460,cash,1300,2019-12-19
3461,cash,400,2014-12-25
3462,cash,1900,2019-07-20
3463,cash,600,2019-12-03
3464,cash,2200,2019-08-09
3465,cash,600,2015-10-08
3466,cash,1600,2018-10-02
3467,cash,1200,2019-03-19
3468,cash,1900,2015-06-05
3469,cash,2200,2015-05-30
3470,cash,900,2019-11-30
3471,cash,400,2013-12-09
3472,cash,800,2019-04-29
3473,cash,1300,2018-03-15
3474,cash,1000,2016-07-01
3475,cash,2500,2017-10-25
3476,cash,2200,2014-02-17
3477,cash,1400,2017-02-11
3478,cash,1200,2018-10-26
3479,cash,1800,2018-03-27
3480,cash,2100,2015-06-03
3481,cash,1800,2017-06-14
3482,cash,700,2012-11-16
3483,cash,1600,2018-02-04
3484,cash,500,2017-08-31
3485,cash,900,2018-12-20
3486,cash,1500,2012-06-24
3487,cash,1800,2019-02-08
3488,cash,2200,2018-06-16
3489,cash,300,2018-10-06
3490,cash,800,2016-11-30
3491,cash,2400,2016-08-14
3492,cash,1900,2013-01-09
3493,cash,1300,2014-05-30
3494,cash,1000,2019-02-06
3495,cash,1700,2019-12-27
3496,cash,800,2014-06-08
3497,cash,800,2019-12-28
3498,cash,2300,2019-05-18
3499,cash,1200,2018-10-06
3500,cash,2100,2019-01-05
3501,cash,500,2016-12-16
3502,cash,1000,2019-09-02
3503,cash,500,2013-12-07
3504,cash,1700,2018-03-03
3505,cash,2500,2017-10-29
3506,cash,800,2016-09-14
3507,cash,1400,2015-07-28
3508,cash,2300,2016-06-24
3509,cash,1100,2018-03-29
3510,cash,1000,2012-02-13
3511,cash,1500,2018-01-16
3512,cash,1700,2019-12-02
3513,cash,500,2015-04-22
3514,cash,2100,2019-09-07
3515,cash,1600,2018-02-01
3516,cash,2300,2019-12-08
3517,cash,1900,2017-09-04
3518,cash,1000,2018-09-19
3519,cash,600,2018-03-17
3520,cash,1100,2018-01-28
3521,cash,2100,2011-05-07
3522,cash,1400,2018-07-14
3523,cash,1300,2017-01-23
3524,cash,2100,2019-04-18
3525,cash,1700,2013-12-19
3526,cash,2400,2013-09-16
3527,cash,300,2017-09-03
3528,cash,2400,2018-09-07
3529,cash,1700,2017-09-07
3530,cash,1800,2017-07-22
3531,cash,1200,2019-06-03
3532,cash,2200,2019-12-22
3533,cash,1500,2019-08-07
3534,cash,1100,2019-12-23
