payment_id,payment_type,payment_amount,payment_date,payment_due
1834,cash,1400,2011-04-01,2011-05-01
1835,cash,2300,2014-04-30,2014-05-30
1836,cash,1200,2016-09-07,2016-10-07
1837,cash,2100,2018-07-07,2018-08-06
1838,cash,1100,2018-11-26,2018-12-26
1839,cash,300,2013-04-13,2013-05-13
1840,cash,1700,2017-12-07,2018-01-06
1841,cash,1700,2017-07-11,2017-08-10
1842,cash,2500,2017-01-25,2017-02-24
1843,cash,300,2018-09-30,2018-10-30
1844,cash,2500,2018-07-15,2018-08-14
1845,cash,1400,2012-02-17,2012-03-18
1846,cash,1300,2018-08-12,2018-09-11
1847,cash,1800,2019-04-17,2019-05-17
1848,cash,2200,2018-03-15,2018-04-14
1849,cash,400,2018-09-20,2018-10-20
1850,cash,2000,2019-01-13,2019-02-12
1851,cash,1100,2019-11-19,2019-12-19
1852,cash,700,2018-01-11,2018-02-10
1853,cash,500,2014-10-20,2014-11-19
1854,cash,1800,2019-02-21,2019-03-23
1855,cash,1800,2019-01-04,2019-02-03
1856,cash,2300,2015-12-08,2016-01-07
1857,cash,2100,2013-01-27,2013-02-26
1858,cash,300,2016-08-18,2016-09-17
1859,cash,2000,2012-09-01,2012-10-01
1860,cash,1200,2019-10-31,2019-11-30
1861,cash,1900,2016-03-22,2016-04-21
1862,cash,1300,2019-07-05,2019-08-04
1863,cash,1000,2012-08-17,2012-09-16
1864,cash,700,2015-09-14,2015-10-14
1865,cash,1700,2017-06-22,2017-07-22
1866,cash,300,2018-05-05,2018-06-04
1867,cash,900,2018-09-17,2018-10-17
1868,cash,1800,2019-12-29,2020-01-28
1869,cash,2000,2019-07-12,2019-08-11
1870,cash,600,2016-10-06,2016-11-05
1871,cash,900,2019-12-30,2020-01-29
1872,cash,1600,2019-01-30,2019-03-01
1873,cash,1800,2018-09-18,2018-10-18
1874,cash,1900,2018-02-15,2018-03-17
1875,cash,2300,2013-06-05,2013-07-05
1876,cash,400,2013-07-02,2013-08-01
1877,cash,400,2015-12-28,2016-01-27
1878,cash,800,2014-08-06,2014-09-05
1879,cash,1900,2019-01-14,2019-02-13
1880,cash,2200,2019-01-31,2019-03-02
1881,cash,500,2018-03-04,2018-04-03
1882,cash,300,2019-07-09,2019-08-08
1883,cash,1400,2018-11-16,2018-12-16
1884,cash,1900,2016-08-01,2016-08-31
1885,cash,400,2017-06-25,2017-07-25
1886,cash,2200,2018-11-30,2018-12-30
1887,cash,1400,2019-08-23,2019-09-22
1888,cash,300,2015-07-03,2015-08-02
1889,cash,400,2018-01-03,2018-02-02
1890,cash,1500,2019-11-15,2019-12-15
1891,cash,1100,2019-05-28,2019-06-27
1892,cash,2000,2019-12-23,2020-01-22
1893,cash,1400,2014-05-27,2014-06-26
1894,cash,900,2014-03-25,2014-04-24
1895,cash,900,2017-06-16,2017-07-16
1896,cash,2200,2015-02-27,2015-03-29
1897,cash,700,2019-10-31,2019-11-30
1898,cash,300,2019-10-08,2019-11-07
1899,cash,1500,2019-10-31,2019-11-30
1900,cash,1100,2017-04-15,2017-05-15
1901,cash,2400,2017-11-21,2017-12-21
1902,cash,1500,2018-09-15,2018-10-15
1903,cash,1800,2019-12-29,2020-01-28
1904,cash,1900,2014-05-06,2014-06-05
1905,cash,500,2015-09-11,2015-10-11
1906,cash,1800,2017-04-18,2017-05-18
1907,cash,300,2015-03-28,2015-04-27
1908,cash,2200,2019-11-07,2019-12-07
1909,cash,1900,2019-10-25,2019-11-24
1910,cash,2400,2015-07-26,2015-08-25
1911,cash,700,2012-05-26,2012-06-25
1912,cash,1100,2017-03-13,2017-04-12
1913,cash,1200,2015-10-11,2015-11-10
1914,cash,1200,2016-08-16,2016-09-15
1915,cash,1600,2018-05-26,2018-06-25
1916,cash,600,2019-11-16,2019-12-16
1917,cash,900,2019-03-18,2019-04-17
1918,cash,2000,2019-04-07,2019-05-07
1919,cash,1800,2019-09-21,2019-10-21
1920,cash,1200,2019-07-06,2019-08-05
1921,cash,1300,2019-09-15,2019-10-15
1922,cash,1500,2017-04-20,2017-05-20
1923,cash,500,2010-07-09,2010-08-08
1924,cash,1800,2019-07-25,2019-08-24
1925,cash,1000,2018-07-27,2018-08-26
1926,cash,400,2015-09-22,2015-10-22
1927,cash,1000,2018-07-13,2018-08-12
1928,cash,400,2017-01-20,2017-02-19
1929,cash,600,2010-09-22,2010-10-22
1930,cash,1800,2018-09-09,2018-10-09
1931,cash,1300,2012-05-20,2012-06-19
1932,cash,300,2018-12-30,2019-01-29
1933,cash,400,2016-05-29,2016-06-28
1934,cash,2400,2011-12-03,2012-01-02
1935,cash,300,2012-01-13,2012-02-12
1936,cash,2100,2017-12-09,2018-01-08
1937,cash,2500,2018-06-09,2018-07-09
1938,cash,1800,2013-04-29,2013-05-29
1939,cash,2000,2014-01-22,2014-02-21
1940,cash,1300,2016-03-01,2016-03-31
1941,cash,600,2012-03-30,2012-04-29
1942,cash,1100,2016-03-29,2016-04-28
1943,cash,2300,2019-10-05,2019-11-04
1944,cash,2200,2014-12-19,2015-01-18
1945,cash,1100,2016-11-30,2016-12-30
1946,cash,2100,2018-10-25,2018-11-24
1947,cash,1600,2018-02-19,2018-03-21
1948,cash,1200,2019-09-29,2019-10-29
1949,cash,1100,2017-03-27,2017-04-26
1950,cash,600,2015-12-06,2016-01-05
1951,cash,600,2019-12-21,2020-01-20
1952,cash,1600,2017-12-15,2018-01-14
1953,cash,1300,2019-07-12,2019-08-11
1954,cash,2500,2019-07-09,2019-08-08
1955,cash,1600,2016-11-17,2016-12-17
1956,cash,1400,2018-03-01,2018-03-31
1957,cash,1700,2019-02-02,2019-03-04
1958,cash,1500,2019-05-12,2019-06-11
1959,cash,2200,2014-11-08,2014-12-08
1960,cash,600,2013-12-17,2014-01-16
1961,cash,2500,2017-01-23,2017-02-22
1962,cash,900,2019-05-08,2019-06-07
1963,cash,500,2017-06-22,2017-07-22
1964,cash,1100,2014-06-19,2014-07-19
1965,cash,2400,2019-11-02,2019-12-02
1966,cash,400,2016-09-02,2016-10-02
1967,cash,1500,2018-08-14,2018-09-13
1968,cash,1000,2019-01-20,2019-02-19
1969,cash,800,2019-01-09,2019-02-08
1970,cash,1900,2019-02-24,2019-03-26
1971,cash,1900,2018-09-23,2018-10-23
1972,cash,1600,2017-06-08,2017-07-08
1973,cash,1100,2014-10-07,2014-11-06
1974,cash,1900,2015-12-21,2016-01-20
1975,cash,2000,2019-12-13,2020-01-12
1976,cash,700,2017-08-06,2017-09-05
1977,cash,1100,2016-08-25,2016-09-24
1978,cash,1500,2013-08-28,2013-09-27
1979,cash,800,2019-08-30,2019-09-29
1980,cash,600,2017-05-08,2017-06-07
1981,cash,700,2018-08-10,2018-09-09
1982,cash,1100,2014-10-20,2014-11-19
1983,cash,600,2014-10-25,2014-11-24
1984,cash,1200,2019-10-03,2019-11-02
1985,cash,2100,2019-01-29,2019-02-28
1986,cash,400,2019-11-13,2019-12-13
1987,cash,1600,2017-04-24,2017-05-24
1988,cash,2300,2019-10-15,2019-11-14
1989,cash,2500,2019-05-18,2019-06-17
1990,cash,2000,2018-09-22,2018-10-22
1991,cash,1400,2013-10-08,2013-11-07
1992,cash,1800,2018-04-28,2018-05-28
1993,cash,2500,2015-03-22,2015-04-21
1994,cash,1700,2013-11-18,2013-12-18
1995,cash,2300,2016-01-30,2016-02-29
1996,cash,500,2018-04-15,2018-05-15
1997,cash,400,2015-11-22,2015-12-22
1998,cash,900,2014-04-06,2014-05-06
1999,cash,500,2018-04-14,2018-05-14
2000,cash,500,2018-12-04,2019-01-03
2001,cash,600,2019-03-27,2019-04-26
2002,cash,1300,2019-11-03,2019-12-03
2003,cash,2100,2013-05-09,2013-06-08
2004,cash,2400,2018-08-27,2018-09-26
2005,cash,1600,2019-11-10,2019-12-10
2006,cash,1700,2013-08-11,2013-09-10
2007,cash,800,2012-02-09,2012-03-10
2008,cash,600,2011-11-10,2011-12-10
2009,cash,2400,2015-01-03,2015-02-02
2010,cash,2000,2017-04-29,2017-05-29
2011,cash,2100,2018-01-01,2018-01-31
2012,cash,1300,2019-08-23,2019-09-22
2013,cash,600,2014-07-08,2014-08-07
2014,cash,2200,2013-04-27,2013-05-27
2015,cash,2500,2019-07-23,2019-08-22
2016,cash,2000,2019-08-08,2019-09-07
2017,cash,2300,2016-07-03,2016-08-02
2018,cash,1000,2017-06-04,2017-07-04
2019,cash,2500,2017-09-11,2017-10-11
2020,cash,1700,2019-12-20,2020-01-19
2021,cash,2300,2013-11-06,2013-12-06
2022,cash,1600,2019-09-28,2019-10-28
2023,cash,1200,2019-03-09,2019-04-08
2024,cash,2400,2019-06-19,2019-07-19
2025,cash,300,2019-07-12,2019-08-11
2026,cash,2200,2019-07-19,2019-08-18
2027,cash,900,2019-03-11,2019-04-10
2028,cash,1300,2019-07-11,2019-08-10
2029,cash,900,2019-10-28,2019-11-27
2030,cash,800,2013-06-24,2013-07-24
2031,cash,2100,2017-08-02,2017-09-01
2032,cash,1300,2019-12-14,2020-01-13
2033,cash,2300,2018-09-30,2018-10-30
2034,cash,1700,2016-06-15,2016-07-15
2035,cash,2500,2018-06-10,2018-07-10
2036,cash,1300,2019-10-04,2019-11-03
2037,cash,2000,2019-01-25,2019-02-24
2038,cash,1700,2019-08-15,2019-09-14
2039,cash,1900,2016-02-23,2016-03-24
2040,cash,1000,2019-02-25,2019-03-27
2041,cash,1700,2019-06-06,2019-07-06
2042,cash,1800,2019-11-05,2019-12-05
2043,cash,500,2018-07-20,2018-08-19
2044,cash,600,2018-09-21,2018-10-21
2045,cash,2400,2019-12-09,2020-01-08
2046,cash,300,2018-09-15,2018-10-15
2047,cash,2500,2013-06-27,2013-07-27
2048,cash,1500,2018-11-22,2018-12-22
2049,cash,2500,2018-08-25,2018-09-24
2050,cash,1500,2012-01-09,2012-02-08
2051,cash,600,2014-04-03,2014-05-03
2052,cash,800,2015-08-12,2015-09-11
2053,cash,500,2017-10-12,2017-11-11
2054,cash,2100,2018-12-06,2019-01-05
2055,cash,500,2019-11-25,2019-12-25
2056,cash,1000,2019-09-04,2019-10-04
2057,cash,600,2017-03-05,2017-04-04
2058,cash,1000,2018-08-15,2018-09-14
2059,cash,1700,2018-08-04,2018-09-03
2060,cash,1700,2016-06-08,2016-07-08
2061,cash,1800,2011-08-27,2011-09-26
2062,cash,400,2012-12-19,2013-01-18
2063,cash,1300,2018-01-02,2018-02-01
2064,cash,300,2016-06-26,2016-07-26
2065,cash,1800,2018-06-29,2018-07-29
2066,cash,1800,2019-07-04,2019-08-03
2067,cash,500,2018-12-08,2019-01-07
2068,cash,600,2019-07-07,2019-08-06
2069,cash,1800,2014-05-15,2014-06-14
2070,cash,1500,2018-01-28,2018-02-27
2071,cash,900,2018-07-17,2018-08-16
2072,cash,2100,2019-11-14,2019-12-14
2073,cash,2500,2019-01-30,2019-03-01
2074,cash,1600,2018-09-08,2018-10-08
2075,cash,2100,2019-01-21,2019-02-20
2076,cash,1700,2019-09-25,2019-10-25
2077,cash,2300,2017-11-12,2017-12-12
2078,cash,1300,2019-12-13,2020-01-12
2079,cash,300,2015-04-01,2015-05-01
2080,cash,1600,2019-02-03,2019-03-05
2081,cash,1400,2015-09-25,2015-10-25
2082,cash,800,2018-03-20,2018-04-19
2083,cash,1100,2011-04-08,2011-05-08
2084,cash,1200,2017-01-18,2017-02-17
2085,cash,2100,2019-11-03,2019-12-03
2086,cash,1600,2018-10-05,2018-11-04
2087,cash,2400,2019-08-02,2019-09-01
2088,cash,300,2018-11-27,2018-12-27
2089,cash,1200,2016-01-09,2016-02-08
2090,cash,2400,2011-09-10,2011-10-10
2091,cash,2100,2017-06-08,2017-07-08
2092,cash,2000,2015-11-09,2015-12-09
2093,cash,600,2019-11-27,2019-12-27
2094,cash,2100,2015-11-16,2015-12-16
2095,cash,1100,2019-11-24,2019-12-24
2096,cash,1400,2018-05-01,2018-05-31
2097,cash,1800,2017-08-14,2017-09-13
2098,cash,1300,2014-05-12,2014-06-11
2099,cash,600,2016-12-11,2017-01-10
2100,cash,700,2019-10-27,2019-11-26
2101,cash,1200,2015-04-12,2015-05-12
2102,cash,900,2016-05-15,2016-06-14
2103,cash,1000,2017-03-28,2017-04-27
2104,cash,300,2017-06-17,2017-07-17
2105,cash,1400,2019-03-01,2019-03-31
2106,cash,1500,2018-09-26,2018-10-26
2107,cash,1800,2016-11-07,2016-12-07
2108,cash,700,2011-11-13,2011-12-13
2109,cash,1000,2012-04-30,2012-05-30
2110,cash,500,2014-12-16,2015-01-15
2111,cash,1200,2013-01-14,2013-02-13
2112,cash,1000,2019-10-12,2019-11-11
2113,cash,400,2019-02-24,2019-03-26
2114,cash,800,2017-09-14,2017-10-14
2115,cash,1200,2019-08-31,2019-09-30
2116,cash,600,2019-05-10,2019-06-09
2117,cash,1200,2018-09-20,2018-10-20
2118,cash,1400,2017-11-20,2017-12-20
2119,cash,1300,2016-01-10,2016-02-09
2120,cash,500,2019-04-14,2019-05-14
2121,cash,400,2010-12-31,2011-01-30
2122,cash,2100,2018-05-07,2018-06-06
2123,cash,300,2017-03-12,2017-04-11
2124,cash,2100,2017-10-24,2017-11-23
2125,cash,1600,2019-12-19,2020-01-18
2126,cash,300,2018-01-02,2018-02-01
2127,cash,900,2019-04-12,2019-05-12
2128,cash,1200,2018-07-10,2018-08-09
2129,cash,700,2019-04-10,2019-05-10
2130,cash,1900,2015-02-13,2015-03-15
2131,cash,1100,2019-08-04,2019-09-03
2132,cash,1300,2019-06-20,2019-07-20
2133,cash,2300,2019-09-20,2019-10-20
2134,cash,600,2017-11-03,2017-12-03
2135,cash,1200,2017-08-05,2017-09-04
2136,cash,1200,2016-11-26,2016-12-26
2137,cash,300,2017-03-24,2017-04-23
2138,cash,2500,2018-08-24,2018-09-23
2139,cash,2100,2014-04-29,2014-05-29
2140,cash,2400,2018-01-29,2018-02-28
2141,cash,1100,2013-07-09,2013-08-08
2142,cash,1900,2014-08-28,2014-09-27
2143,cash,2200,2019-02-05,2019-03-07
2144,cash,900,2019-11-25,2019-12-25
2145,cash,1600,2018-05-05,2018-06-04
2146,cash,2200,2016-04-14,2016-05-14
2147,cash,1900,2018-05-23,2018-06-22
2148,cash,2500,2015-11-16,2015-12-16
2149,cash,2000,2017-10-24,2017-11-23
2150,cash,300,2012-06-22,2012-07-22
2151,cash,1900,2017-07-29,2017-08-28
2152,cash,1400,2015-10-18,2015-11-17
2153,cash,1400,2019-01-31,2019-03-02
2154,cash,2500,2013-04-29,2013-05-29
2155,cash,800,2019-08-04,2019-09-03
2156,cash,1500,2019-09-21,2019-10-21
2157,cash,900,2018-09-10,2018-10-10
2158,cash,1900,2016-10-17,2016-11-16
2159,cash,1700,2018-10-04,2018-11-03
2160,cash,2000,2013-10-08,2013-11-07
2161,cash,1500,2018-08-29,2018-09-28
2162,cash,1700,2019-12-12,2020-01-11
2163,cash,800,2018-08-23,2018-09-22
2164,cash,600,2018-11-23,2018-12-23
2165,cash,2100,2014-07-28,2014-08-27
2166,cash,2400,2017-12-04,2018-01-03
2167,cash,1900,2018-02-13,2018-03-15
2168,cash,1600,2013-06-06,2013-07-06
2169,cash,1000,2018-08-20,2018-09-19
2170,cash,1600,2018-09-05,2018-10-05
2171,cash,300,2018-03-14,2018-04-13
2172,cash,700,2016-06-11,2016-07-11
2173,cash,2400,2016-06-30,2016-07-30
2174,cash,600,2016-07-13,2016-08-12
2175,cash,800,2018-06-24,2018-07-24
2176,cash,2100,2019-08-15,2019-09-14
2177,cash,700,2019-06-11,2019-07-11
2178,cash,1800,2014-10-27,2014-11-26
2179,cash,1900,2019-09-21,2019-10-21
2180,cash,1800,2018-08-22,2018-09-21
2181,cash,2500,2019-01-24,2019-02-23
2182,cash,1000,2011-05-28,2011-06-27
2183,cash,1700,2017-07-08,2017-08-07
2184,cash,500,2018-05-24,2018-06-23
2185,cash,2200,2019-08-18,2019-09-17
2186,cash,600,2017-06-21,2017-07-21
2187,cash,600,2012-01-29,2012-02-28
2188,cash,700,2012-10-04,2012-11-03
2189,cash,700,2018-09-01,2018-10-01
2190,cash,1000,2019-01-14,2019-02-13
2191,cash,1500,2017-12-30,2018-01-29
2192,cash,300,2019-02-06,2019-03-08
2193,cash,2200,2014-10-26,2014-11-25
2194,cash,1100,2014-12-08,2015-01-07
2195,cash,1800,2019-04-10,2019-05-10
2196,cash,2100,2017-03-26,2017-04-25
2197,cash,1900,2017-06-30,2017-07-30
2198,cash,1100,2018-02-17,2018-03-19
2199,cash,1500,2019-12-12,2020-01-11
2200,cash,2400,2014-06-18,2014-07-18
2201,cash,2100,2019-01-14,2019-02-13
2202,cash,1500,2019-12-28,2020-01-27
2203,cash,1300,2018-12-14,2019-01-13
2204,cash,500,2019-06-19,2019-07-19
2205,cash,1500,2016-11-28,2016-12-28
2206,cash,400,2015-12-29,2016-01-28
2207,cash,2500,2018-09-27,2018-10-27
2208,cash,1400,2014-11-24,2014-12-24
2209,cash,2400,2019-12-27,2020-01-26
2210,cash,1900,2013-11-03,2013-12-03
2211,cash,1400,2017-05-11,2017-06-10
2212,cash,2400,2019-12-09,2020-01-08
2213,cash,900,2017-06-24,2017-07-24
2214,cash,1400,2011-10-30,2011-11-29
2215,cash,2400,2016-11-27,2016-12-27
2216,cash,2400,2017-01-27,2017-02-26
2217,cash,2300,2015-01-17,2015-02-16
2218,cash,1100,2014-01-16,2014-02-15
2219,cash,800,2016-01-29,2016-02-28
2220,cash,700,2016-11-11,2016-12-11
2221,cash,1800,2017-08-19,2017-09-18
2222,cash,400,2018-08-04,2018-09-03
2223,cash,1900,2019-05-06,2019-06-05
2224,cash,2200,2019-06-01,2019-07-01
2225,cash,2100,2017-05-12,2017-06-11
2226,cash,800,2016-09-02,2016-10-02
2227,cash,1800,2014-03-29,2014-04-28
2228,cash,1000,2016-12-21,2017-01-20
2229,cash,2400,2019-11-21,2019-12-21
2230,cash,1500,2016-03-18,2016-04-17
2231,cash,500,2018-11-05,2018-12-05
2232,cash,1200,2013-09-29,2013-10-29
2233,cash,1600,2015-11-09,2015-12-09
2234,cash,1800,2019-03-08,2019-04-07
2235,cash,1400,2014-06-07,2014-07-07
2236,cash,300,2019-06-24,2019-07-24
2237,cash,1300,2014-11-02,2014-12-02
2238,cash,900,2018-02-26,2018-03-28
2239,cash,400,2017-08-12,2017-09-11
2240,cash,1100,2014-10-23,2014-11-22
2241,cash,2200,2018-07-07,2018-08-06
2242,cash,1900,2019-11-07,2019-12-07
2243,cash,1400,2019-03-23,2019-04-22
2244,cash,2500,2016-06-20,2016-07-20
2245,cash,2200,2017-03-07,2017-04-06
2246,cash,1400,2018-02-11,2018-03-13
2247,cash,700,2018-09-04,2018-10-04
2248,cash,2400,2018-11-09,2018-12-09
2249,cash,2000,2019-12-28,2020-01-27
2250,cash,2200,2018-12-13,2019-01-12
2251,cash,2100,2017-02-03,2017-03-05
2252,cash,1300,2017-02-16,2017-03-18
2253,cash,2100,2011-02-05,2011-03-07
2254,cash,1000,2019-08-20,2019-09-19
2255,cash,900,2019-02-09,2019-03-11
2256,cash,1400,2016-08-26,2016-09-25
2257,cash,1200,2016-10-08,2016-11-07
2258,cash,2500,2018-01-18,2018-02-17
2259,cash,500,2010-10-05,2010-11-04
2260,cash,1000,2019-07-02,2019-08-01
2261,cash,1100,2010-10-23,2010-11-22
2262,cash,700,2019-12-18,2020-01-17
2263,cash,500,2015-05-06,2015-06-05
2264,cash,1200,2019-07-30,2019-08-29
2265,cash,700,2017-05-21,2017-06-20
2266,cash,1100,2017-08-31,2017-09-30
2267,cash,2200,2019-07-13,2019-08-12
2268,cash,2200,2019-01-17,2019-02-16
2269,cash,1500,2019-01-25,2019-02-24
2270,cash,2500,2013-10-10,2013-11-09
2271,cash,1300,2018-01-22,2018-02-21
2272,cash,2200,2019-04-22,2019-05-22
2273,cash,2500,2014-01-10,2014-02-09
2274,cash,500,2019-01-25,2019-02-24
2275,cash,900,2015-09-08,2015-10-08
2276,cash,600,2019-10-28,2019-11-27
2277,cash,1100,2019-02-07,2019-03-09
2278,cash,2400,2017-10-07,2017-11-06
2279,cash,1900,2018-08-23,2018-09-22
2280,cash,900,2016-04-17,2016-05-17
2281,cash,1500,2019-03-05,2019-04-04
2282,cash,800,2019-07-20,2019-08-19
2283,cash,500,2019-10-16,2019-11-15
2284,cash,300,2016-07-13,2016-08-12
2285,cash,700,2014-03-15,2014-04-14
2286,cash,2500,2015-09-20,2015-10-20
2287,cash,2500,2019-12-26,2020-01-25
2288,cash,1300,2017-10-17,2017-11-16
2289,cash,800,2017-06-17,2017-07-17
2290,cash,1900,2018-08-23,2018-09-22
2291,cash,400,2019-08-25,2019-09-24
2292,cash,400,2017-07-27,2017-08-26
2293,cash,1800,2012-03-27,2012-04-26
2294,cash,2200,2017-11-23,2017-12-23
2295,cash,2100,2018-12-16,2019-01-15
2296,cash,600,2018-08-08,2018-09-07
2297,cash,1900,2019-11-22,2019-12-22
2298,cash,1400,2017-08-16,2017-09-15
2299,cash,600,2018-11-10,2018-12-10
2300,cash,1400,2019-08-15,2019-09-14
2301,cash,1000,2019-12-04,2020-01-03
2302,cash,2200,2014-12-10,2015-01-09
2303,cash,900,2017-05-14,2017-06-13
2304,cash,2400,2019-10-04,2019-11-03
2305,cash,2200,2014-07-27,2014-08-26
2306,cash,1200,2016-03-02,2016-04-01
2307,cash,300,2018-09-18,2018-10-18
2308,cash,1600,2017-08-28,2017-09-27
2309,cash,500,2017-01-09,2017-02-08
2310,cash,2400,2018-12-06,2019-01-05
2311,cash,1300,2018-02-16,2018-03-18
2312,cash,2200,2017-08-18,2017-09-17
2313,cash,300,2019-07-17,2019-08-16
2314,cash,1500,2019-09-04,2019-10-04
2315,cash,1700,2014-01-29,2014-02-28
2316,cash,800,2014-09-05,2014-10-05
2317,cash,1400,2018-06-16,2018-07-16
2318,cash,300,2015-08-25,2015-09-24
2319,cash,400,2018-04-16,2018-05-16
2320,cash,1000,2019-11-04,2019-12-04
2321,cash,500,2018-01-20,2018-02-19
2322,cash,1700,2014-07-09,2014-08-08
2323,cash,2100,2018-01-04,2018-02-03
2324,cash,1400,2019-10-14,2019-11-13
2325,cash,600,2015-03-31,2015-04-30
2326,cash,500,2018-08-12,2018-09-11
2327,cash,2100,2018-02-14,2018-03-16
2328,cash,1300,2018-09-26,2018-10-26
2329,cash,1000,2011-08-08,2011-09-07
2330,cash,1200,2018-02-20,2018-03-22
2331,cash,2200,2018-01-04,2018-02-03
2332,cash,1600,2016-08-19,2016-09-18
2333,cash,1700,2018-10-04,2018-11-03
2334,cash,1500,2016-09-08,2016-10-08
2335,cash,1900,2013-02-03,2013-03-05
2336,cash,2100,2019-08-03,2019-09-02
2337,cash,2400,2015-09-17,2015-10-17
2338,cash,1500,2013-02-08,2013-03-10
2339,cash,400,2018-04-17,2018-05-17
2340,cash,2200,2019-10-10,2019-11-09
2341,cash,1800,2019-08-08,2019-09-07
2342,cash,2400,2017-02-15,2017-03-17
2343,cash,700,2012-12-23,2013-01-22
2344,cash,1400,2017-05-11,2017-06-10
2345,cash,900,2018-10-31,2018-11-30
2346,cash,300,2018-09-18,2018-10-18
2347,cash,1300,2019-04-29,2019-05-29
2348,cash,2100,2018-10-13,2018-11-12
2349,cash,2000,2019-04-21,2019-05-21
2350,cash,500,2019-10-28,2019-11-27
2351,cash,2300,2015-11-29,2015-12-29
2352,cash,900,2019-01-04,2019-02-03
2353,cash,2100,2016-08-22,2016-09-21
2354,cash,500,2013-08-11,2013-09-10
2355,cash,1900,2019-02-08,2019-03-10
2356,cash,1900,2017-04-06,2017-05-06
2357,cash,1400,2015-09-13,2015-10-13
2358,cash,2200,2019-08-21,2019-09-20
2359,cash,300,2015-06-11,2015-07-11
2360,cash,2100,2017-06-08,2017-07-08
2361,cash,700,2018-02-01,2018-03-03
2362,cash,700,2018-04-02,2018-05-02
2363,cash,700,2016-04-25,2016-05-25
2364,cash,700,2017-09-08,2017-10-08
2365,cash,1400,2018-05-22,2018-06-21
2366,cash,400,2016-03-08,2016-04-07
2367,cash,1500,2015-12-17,2016-01-16
2368,cash,2400,2019-09-12,2019-10-12
2369,cash,2500,2019-10-26,2019-11-25
2370,cash,2400,2018-04-13,2018-05-13
2371,cash,700,2014-09-18,2014-10-18
2372,cash,2300,2013-09-24,2013-10-24
2373,cash,1200,2017-09-03,2017-10-03
2374,cash,1000,2019-12-12,2020-01-11
2375,cash,2000,2015-06-20,2015-07-20
2376,cash,1700,2013-08-04,2013-09-03
2377,cash,2300,2015-03-29,2015-04-28
2378,cash,400,2019-12-21,2020-01-20
2379,cash,900,2017-11-11,2017-12-11
2380,cash,300,2014-05-05,2014-06-04
2381,cash,400,2019-01-25,2019-02-24
2382,cash,1400,2017-04-03,2017-05-03
2383,cash,2100,2017-07-21,2017-08-20
2384,cash,400,2016-01-18,2016-02-17
2385,cash,2000,2019-10-08,2019-11-07
2386,cash,1700,2016-05-08,2016-06-07
2387,cash,700,2019-04-01,2019-05-01
2388,cash,700,2018-12-16,2019-01-15
2389,cash,2100,2019-07-17,2019-08-16
2390,cash,1100,2019-08-07,2019-09-06
2391,cash,900,2017-02-08,2017-03-10
2392,cash,900,2018-04-25,2018-05-25
2393,cash,1600,2013-10-23,2013-11-22
2394,cash,2500,2019-12-26,2020-01-25
2395,cash,1600,2013-11-02,2013-12-02
2396,cash,600,2019-07-13,2019-08-12
2397,cash,1100,2017-11-22,2017-12-22
2398,cash,1400,2019-11-10,2019-12-10
2399,cash,1300,2019-09-13,2019-10-13
2400,cash,2400,2019-08-07,2019-09-06
2401,cash,700,2018-04-20,2018-05-20
2402,cash,500,2019-03-17,2019-04-16
2403,cash,2100,2015-03-30,2015-04-29
2404,cash,1800,2014-08-07,2014-09-06
2405,cash,400,2014-03-30,2014-04-29
2406,cash,1300,2018-12-05,2019-01-04
2407,cash,2200,2018-10-17,2018-11-16
2408,cash,800,2018-06-10,2018-07-10
2409,cash,2500,2014-02-01,2014-03-03
2410,cash,1300,2016-03-04,2016-04-03
2411,cash,2400,2017-10-31,2017-11-30
2412,cash,400,2019-12-23,2020-01-22
2413,cash,2500,2017-01-25,2017-02-24
2414,cash,2300,2019-07-09,2019-08-08
2415,cash,2100,2019-10-09,2019-11-08
2416,cash,1100,2019-02-21,2019-03-23
2417,cash,500,2017-10-30,2017-11-29
2418,cash,1500,2015-03-08,2015-04-07
2419,cash,1800,2018-04-06,2018-05-06
2420,cash,2300,2010-09-10,2010-10-10
2421,cash,1800,2016-12-07,2017-01-06
2422,cash,1700,2019-05-10,2019-06-09
2423,cash,400,2019-05-22,2019-06-21
2424,cash,1000,2018-02-11,2018-03-13
2425,cash,1200,2015-08-15,2015-09-14
2426,cash,1600,2019-12-25,2020-01-24
2427,cash,1300,2019-09-13,2019-10-13
2428,cash,300,2017-10-16,2017-11-15
2429,cash,300,2018-09-18,2018-10-18
2430,cash,900,2017-06-24,2017-07-24
2431,cash,2000,2017-04-18,2017-05-18
2432,cash,1100,2013-01-11,2013-02-10
2433,cash,2200,2017-03-29,2017-04-28
2434,cash,1000,2019-01-06,2019-02-05
2435,cash,2300,2019-08-18,2019-09-17
2436,cash,1200,2018-03-25,2018-04-24
2437,cash,2300,2019-09-18,2019-10-18
2438,cash,1900,2019-07-25,2019-08-24
2439,cash,300,2019-07-26,2019-08-25
2440,cash,600,2018-07-16,2018-08-15
2441,cash,1600,2019-08-26,2019-09-25
2442,cash,300,2017-06-29,2017-07-29
2443,cash,1300,2015-12-10,2016-01-09
2444,cash,400,2018-04-03,2018-05-03
2445,cash,1300,2016-07-19,2016-08-18
2446,cash,1300,2018-01-15,2018-02-14
2447,cash,2400,2016-07-17,2016-08-16
2448,cash,1500,2014-12-06,2015-01-05
