payment_id,payment_type,payment_amount,payment_date
2316,cash,1900,2013-10-14
2317,cash,1800,2019-06-14
2318,cash,1200,2018-10-17
2319,cash,400,2014-07-20
2320,cash,2500,2014-04-12
2321,cash,1000,2018-04-29
2322,cash,1700,2019-09-26
2323,cash,1300,2016-05-07
2324,cash,700,2011-06-13
2325,cash,600,2016-09-10
2326,cash,1300,2013-06-03
2327,cash,1700,2014-10-10
2328,cash,1700,2017-10-16
2329,cash,1700,2017-07-09
2330,cash,2100,2019-08-17
2331,cash,2200,2018-08-01
2332,cash,1600,2018-11-25
2333,cash,2100,2017-11-26
2334,cash,1400,2017-11-07
2335,cash,2400,2017-02-24
2336,cash,900,2016-09-02
2337,cash,1800,2014-05-20
2338,cash,1700,2019-05-16
2339,cash,2400,2019-12-04
2340,cash,2300,2015-09-07
2341,cash,2000,2019-12-22
2342,cash,800,2014-01-01
2343,cash,1300,2016-09-27
2344,cash,1700,2018-12-06
2345,cash,1500,2014-05-31
2346,cash,400,2018-10-02
2347,cash,1500,2019-12-23
2348,cash,600,2019-08-20
2349,cash,900,2015-02-22
2350,cash,1500,2019-01-05
2351,cash,1100,2017-08-11
2352,cash,1000,2018-12-27
2353,cash,2100,2019-01-10
2354,cash,1300,2019-11-29
2355,cash,2400,2014-10-06
2356,cash,1300,2018-08-14
2357,cash,300,2019-09-02
2358,cash,2100,2019-04-10
2359,cash,1200,2018-01-01
2360,cash,2300,2018-02-02
2361,cash,500,2019-05-07
2362,cash,600,2014-05-09
2363,cash,700,2019-05-10
2364,cash,1200,2018-05-29
2365,cash,1300,2019-11-26
2366,cash,1900,2019-01-22
2367,cash,700,2019-11-27
2368,cash,300,2013-08-12
2369,cash,2100,2015-11-21
2370,cash,600,2015-08-03
2371,cash,1900,2019-08-10
2372,cash,400,2012-05-25
2373,cash,1100,2018-09-29
2374,cash,400,2015-08-24
2375,cash,2000,2018-06-08
2376,cash,1900,2019-07-15
2377,cash,1300,2016-06-20
2378,cash,2100,2017-02-23
2379,cash,1100,2017-10-23
2380,cash,1000,2014-12-04
2381,cash,2300,2013-03-08
2382,cash,700,2016-01-18
2383,cash,1300,2019-12-02
2384,cash,2300,2019-02-10
2385,cash,1300,2017-07-10
2386,cash,1700,2017-05-21
2387,cash,400,2013-12-29
2388,cash,2000,2016-07-23
2389,cash,1000,2019-09-14
2390,cash,1100,2019-12-29
2391,cash,1400,2019-06-08
2392,cash,800,2018-12-02
2393,cash,1900,2012-12-18
2394,cash,2300,2012-08-14
2395,cash,1800,2016-11-06
2396,cash,2100,2017-01-26
2397,cash,2500,2018-10-23
2398,cash,400,2011-01-03
2399,cash,2400,2019-01-14
2400,cash,1300,2019-04-04
2401,cash,2300,2016-07-27
2402,cash,2400,2018-10-05
2403,cash,1100,2019-12-23
2404,cash,1100,2019-06-22
2405,cash,1900,2015-11-08
2406,cash,1800,2019-12-09
2407,cash,400,2019-05-06
2408,cash,600,2015-08-08
2409,cash,1100,2011-02-03
2410,cash,1700,2019-10-24
2411,cash,700,2011-10-26
2412,cash,1100,2018-06-23
2413,cash,2200,2019-03-23
2414,cash,600,2015-03-14
2415,cash,400,2017-04-13
2416,cash,1600,2019-03-02
2417,cash,2300,2019-04-22
2418,cash,800,2019-11-06
2419,cash,1700,2012-11-22
2420,cash,900,2019-07-16
2421,cash,2500,2019-05-14
2422,cash,1500,2019-07-25
2423,cash,1000,2018-08-05
2424,cash,1900,2019-04-30
2425,cash,1500,2016-02-28
2426,cash,500,2019-05-10
2427,cash,700,2017-11-12
2428,cash,1100,2019-12-06
2429,cash,1400,2019-06-09
2430,cash,300,2017-12-29
2431,cash,300,2017-10-10
2432,cash,1800,2014-02-21
2433,cash,1900,2016-09-18
2434,cash,1100,2014-12-06
2435,cash,1500,2016-12-25
2436,cash,2500,2018-08-20
2437,cash,500,2013-10-03
2438,cash,1400,2016-11-25
2439,cash,1800,2019-10-26
2440,cash,1900,2019-11-01
2441,cash,1500,2018-08-16
2442,cash,900,2019-01-06
2443,cash,300,2014-10-28
2444,cash,1500,2018-09-13
2445,cash,1800,2018-07-14
2446,cash,1800,2018-10-29
2447,cash,2200,2016-11-18
2448,cash,2300,2019-12-03
2449,cash,500,2011-09-16
2450,cash,500,2013-09-21
2451,cash,2300,2019-06-21
2452,cash,2000,2013-08-06
2453,cash,1800,2019-01-18
2454,cash,1600,2019-05-11
2455,cash,900,2016-07-10
2456,cash,1400,2019-06-17
2457,cash,1300,2012-12-09
2458,cash,1300,2018-05-10
2459,cash,500,2018-08-17
2460,cash,500,2013-10-15
2461,cash,1400,2019-07-30
2462,cash,2300,2019-11-08
2463,cash,800,2015-07-30
2464,cash,1800,2016-01-11
2465,cash,1300,2019-11-10
2466,cash,800,2017-02-24
2467,cash,1400,2018-02-15
2468,cash,1200,2018-10-02
2469,cash,500,2015-04-30
2470,cash,1100,2017-06-27
2471,cash,1100,2017-03-13
2472,cash,1100,2018-11-14
2473,cash,1400,2015-12-21
2474,cash,1300,2016-02-26
2475,cash,900,2019-07-18
2476,cash,700,2012-07-30
2477,cash,1400,2017-07-17
2478,cash,2300,2019-06-18
2479,cash,1800,2014-01-10
2480,cash,2000,2018-09-02
2481,cash,700,2019-08-28
2482,cash,800,2018-05-17
2483,cash,1400,2019-04-21
2484,cash,2300,2019-09-28
2485,cash,2300,2013-07-15
2486,cash,2400,2018-09-19
2487,cash,1000,2013-04-23
2488,cash,1400,2018-11-18
2489,cash,600,2019-01-20
2490,cash,1900,2019-10-15
2491,cash,900,2012-06-03
2492,cash,1300,2019-11-30
2493,cash,2400,2011-01-17
2494,cash,2500,2016-11-05
2495,cash,1000,2014-04-14
2496,cash,2100,2014-08-29
2497,cash,2200,2017-01-31
2498,cash,500,2017-04-18
2499,cash,1800,2019-04-23
2500,cash,300,2013-12-17
2501,cash,2400,2012-05-10
2502,cash,2300,2018-06-15
2503,cash,700,2013-05-02
2504,cash,2200,2019-08-04
2505,cash,800,2017-10-05
2506,cash,500,2014-07-30
2507,cash,600,2019-06-18
2508,cash,1800,2018-03-01
2509,cash,2000,2018-03-21
2510,cash,1200,2019-03-19
2511,cash,1900,2015-07-03
2512,cash,1900,2016-05-22
2513,cash,1800,2016-05-09
2514,cash,1500,2019-02-28
2515,cash,1000,2014-02-20
2516,cash,1300,2019-11-27
2517,cash,2400,2018-10-19
2518,cash,1300,2019-07-21
2519,cash,1400,2013-07-30
2520,cash,1400,2019-04-20
2521,cash,500,2019-07-24
2522,cash,700,2017-09-04
2523,cash,1000,2018-10-06
2524,cash,1800,2019-07-18
2525,cash,1200,2019-12-16
2526,cash,1900,2016-06-23
2527,cash,1500,2017-08-29
2528,cash,1900,2018-03-02
2529,cash,700,2015-12-09
2530,cash,600,2018-12-03
2531,cash,1000,2019-02-14
2532,cash,500,2017-06-12
2533,cash,1000,2019-10-19
2534,cash,1400,2018-08-06
2535,cash,400,2019-11-13
2536,cash,500,2018-08-22
2537,cash,2500,2019-01-28
2538,cash,2200,2015-01-30
2539,cash,2300,2017-08-01
2540,cash,900,2011-10-06
2541,cash,1500,2019-12-15
2542,cash,1000,2019-12-13
2543,cash,1900,2019-01-16
2544,cash,800,2018-11-24
2545,cash,1400,2014-10-25
2546,cash,2100,2018-12-21
2547,cash,2500,2019-03-31
2548,cash,1800,2017-09-05
2549,cash,800,2014-07-05
2550,cash,1000,2012-02-04
2551,cash,1100,2016-12-13
2552,cash,2200,2014-01-12
2553,cash,400,2017-02-11
2554,cash,2200,2019-08-22
2555,cash,1700,2017-10-06
2556,cash,1300,2013-04-12
2557,cash,1600,2019-09-04
2558,cash,2200,2014-05-30
2559,cash,600,2017-06-21
2560,cash,2000,2019-06-24
2561,cash,1500,2018-04-03
2562,cash,700,2019-02-02
2563,cash,800,2019-07-02
2564,cash,2400,2019-10-22
2565,cash,600,2016-10-20
2566,cash,1400,2018-01-29
2567,cash,2000,2013-07-21
2568,cash,500,2015-08-31
2569,cash,1300,2018-08-01
2570,cash,1800,2017-02-24
2571,cash,1600,2019-02-27
2572,cash,500,2019-01-24
2573,cash,1200,2014-12-06
2574,cash,2500,2019-06-27
2575,cash,1800,2015-12-04
2576,cash,1000,2018-08-30
2577,cash,2000,2018-06-19
2578,cash,2100,2018-11-02
2579,cash,2400,2016-07-27
2580,cash,1600,2017-02-19
2581,cash,1000,2018-01-23
2582,cash,2200,2017-09-02
2583,cash,2200,2017-07-12
2584,cash,2200,2017-07-30
2585,cash,300,2018-06-01
2586,cash,800,2017-04-09
2587,cash,2200,2019-10-01
2588,cash,2500,2019-12-04
2589,cash,600,2019-06-25
2590,cash,2400,2014-02-18
2591,cash,300,2019-12-17
2592,cash,400,2019-03-02
2593,cash,1600,2015-06-05
2594,cash,1500,2015-03-15
2595,cash,2000,2019-07-19
2596,cash,2400,2019-04-10
2597,cash,2500,2016-04-04
2598,cash,1000,2019-03-12
2599,cash,2000,2019-10-16
2600,cash,300,2013-12-21
2601,cash,1000,2015-09-11
2602,cash,1100,2016-07-02
2603,cash,1700,2019-10-20
2604,cash,700,2012-12-25
2605,cash,500,2018-10-23
2606,cash,2200,2013-05-07
2607,cash,1400,2014-03-10
2608,cash,700,2017-12-02
2609,cash,1600,2017-03-19
2610,cash,1700,2018-04-01
2611,cash,500,2017-03-07
2612,cash,2100,2014-10-25
2613,cash,2500,2019-09-03
2614,cash,800,2019-03-16
2615,cash,900,2019-02-15
2616,cash,400,2018-02-14
2617,cash,1700,2018-11-18
2618,cash,700,2019-09-23
2619,cash,1200,2019-06-20
2620,cash,1400,2014-04-07
2621,cash,800,2014-07-16
2622,cash,2200,2018-06-11
2623,cash,500,2019-06-25
2624,cash,1200,2017-01-07
2625,cash,600,2018-12-28
2626,cash,700,2014-04-16
2627,cash,700,2015-10-22
2628,cash,900,2017-05-05
2629,cash,800,2018-05-29
2630,cash,1100,2019-11-15
2631,cash,1000,2018-06-09
2632,cash,2100,2017-09-25
2633,cash,800,2014-09-22
2634,cash,1300,2019-10-31
2635,cash,1700,2012-11-27
2636,cash,2400,2017-08-12
2637,cash,2200,2019-03-31
2638,cash,2300,2011-12-08
2639,cash,2300,2019-08-28
2640,cash,2300,2019-10-08
2641,cash,300,2019-11-25
2642,cash,2100,2018-07-01
2643,cash,1900,2012-09-30
2644,cash,1500,2017-11-27
2645,cash,2500,2015-01-31
2646,cash,2100,2018-02-11
2647,cash,1800,2019-03-08
2648,cash,1700,2017-08-18
2649,cash,600,2019-02-06
2650,cash,2100,2016-07-02
2651,cash,600,2012-12-28
2652,cash,1300,2017-07-17
2653,cash,1800,2016-12-02
2654,cash,900,2014-02-28
2655,cash,2000,2014-11-29
2656,cash,600,2019-10-08
2657,cash,300,2019-12-12
2658,cash,1100,2013-01-21
2659,cash,1800,2019-05-06
2660,cash,1800,2011-11-27
2661,cash,2200,2015-11-04
2662,cash,2000,2016-07-19
2663,cash,2100,2016-07-01
2664,cash,1600,2016-11-02
2665,cash,400,2018-10-07
2666,cash,1700,2017-07-29
2667,cash,2500,2018-11-29
2668,cash,600,2019-12-01
2669,cash,1000,2017-03-05
2670,cash,300,2014-05-17
2671,cash,2400,2017-10-21
2672,cash,500,2014-07-13
2673,cash,1000,2015-09-05
2674,cash,1300,2019-05-13
2675,cash,1800,2013-12-25
2676,cash,1600,2017-07-23
2677,cash,1500,2014-08-15
2678,cash,2300,2016-06-20
2679,cash,500,2019-11-20
2680,cash,1600,2016-03-21
2681,cash,1200,2015-04-23
2682,cash,800,2019-04-26
2683,cash,1900,2018-08-09
2684,cash,500,2016-10-12
2685,cash,600,2018-12-10
2686,cash,400,2018-06-22
2687,cash,2300,2018-12-25
2688,cash,2500,2016-01-13
2689,cash,1400,2011-12-28
2690,cash,1600,2016-09-17
2691,cash,2300,2019-03-14
2692,cash,2100,2018-09-26
2693,cash,900,2019-12-22
2694,cash,1300,2019-10-26
2695,cash,800,2015-09-18
2696,cash,300,2013-09-17
2697,cash,1800,2014-04-10
2698,cash,2300,2017-12-01
2699,cash,1700,2019-01-11
2700,cash,1900,2019-04-11
2701,cash,600,2019-10-11
2702,cash,2100,2019-09-29
2703,cash,1600,2015-05-03
2704,cash,300,2019-06-26
2705,cash,1000,2014-06-07
2706,cash,500,2017-07-18
2707,cash,2300,2015-03-14
2708,cash,1700,2019-07-02
2709,cash,1400,2019-04-21
2710,cash,2500,2019-02-02
2711,cash,800,2018-01-30
2712,cash,800,2018-08-20
2713,cash,1100,2019-12-01
2714,cash,2200,2014-01-06
2715,cash,2000,2018-07-12
2716,cash,1300,2015-05-21
2717,cash,1800,2019-08-05
2718,cash,1100,2017-03-24
2719,cash,2100,2016-02-10
2720,cash,1100,2017-11-05
2721,cash,1700,2017-02-16
2722,cash,300,2017-06-22
2723,cash,800,2018-05-01
2724,cash,1200,2011-09-07
2725,cash,1700,2019-09-28
2726,cash,1000,2019-12-28
2727,cash,2000,2016-07-21
2728,cash,1200,2019-11-22
2729,cash,2200,2015-09-07
2730,cash,600,2019-12-15
2731,cash,1700,2019-10-13
2732,cash,1900,2018-09-06
2733,cash,1200,2017-10-07
2734,cash,1400,2016-11-05
2735,cash,500,2016-07-23
2736,cash,1400,2017-04-17
2737,cash,1900,2011-10-20
2738,cash,2100,2017-07-08
2739,cash,1600,2017-05-01
2740,cash,1700,2017-01-22
2741,cash,400,2018-07-12
2742,cash,1500,2017-07-27
2743,cash,1800,2018-11-10
2744,cash,400,2017-11-27
2745,cash,1200,2012-11-08
2746,cash,2300,2019-10-03
2747,cash,800,2013-04-12
2748,cash,2400,2017-04-03
2749,cash,500,2014-02-05
2750,cash,600,2019-11-21
2751,cash,1000,2016-07-16
2752,cash,600,2019-10-04
2753,cash,1300,2011-04-22
2754,cash,700,2014-09-22
2755,cash,2400,2015-11-13
2756,cash,300,2018-03-02
2757,cash,1100,2019-10-02
2758,cash,2300,2017-03-04
2759,cash,1300,2019-07-29
2760,cash,700,2018-09-21
2761,cash,1400,2019-12-14
2762,cash,1500,2019-07-08
2763,cash,1600,2019-07-26
2764,cash,400,2015-10-22
2765,cash,2400,2019-03-15
2766,cash,2300,2017-01-05
2767,cash,1800,2019-10-09
2768,cash,600,2012-10-12
2769,cash,2300,2016-02-20
2770,cash,1200,2019-12-26
2771,cash,700,2019-10-19
2772,cash,2300,2018-08-25
2773,cash,1500,2019-12-19
2774,cash,500,2014-12-15
2775,cash,1300,2018-01-30
2776,cash,2300,2018-07-09
2777,cash,2200,2019-11-20
2778,cash,2400,2019-08-03
2779,cash,500,2018-02-16
2780,cash,400,2016-06-23
2781,cash,1700,2015-09-07
2782,cash,1500,2019-01-25
2783,cash,1400,2014-02-09
2784,cash,1300,2018-01-02
2785,cash,1700,2018-06-05
2786,cash,2000,2017-12-08
2787,cash,1000,2019-07-22
2788,cash,1400,2015-12-24
2789,cash,800,2019-10-15
2790,cash,400,2019-08-10
2791,cash,2000,2018-12-13
2792,cash,1700,2018-09-05
2793,cash,1600,2014-12-20
2794,cash,2100,2019-07-26
2795,cash,300,2019-02-24
2796,cash,1200,2017-07-23
2797,cash,900,2014-05-31
2798,cash,1900,2019-11-02
2799,cash,1000,2017-06-04
2800,cash,1900,2014-05-12
2801,cash,2300,2013-10-31
2802,cash,2400,2019-06-06
2803,cash,2100,2018-10-18
2804,cash,300,2017-02-12
2805,cash,400,2019-11-20
2806,cash,700,2013-10-13
2807,cash,2000,2016-03-24
2808,cash,1100,2019-12-05
2809,cash,300,2016-02-06
2810,cash,300,2018-12-15
2811,cash,500,2015-12-15
2812,cash,800,2019-05-30
2813,cash,1700,2019-07-14
2814,cash,2100,2013-10-12
2815,cash,700,2013-02-04
2816,cash,2200,2018-01-21
2817,cash,2200,2017-06-23
2818,cash,1700,2016-04-26
2819,cash,500,2019-07-13
2820,cash,1800,2019-12-17
2821,cash,700,2019-12-16
2822,cash,2100,2011-10-11
2823,cash,600,2019-01-08
2824,cash,2000,2013-02-12
2825,cash,1500,2018-10-23
2826,cash,1000,2019-12-17
2827,cash,2000,2019-12-24
2828,cash,400,2019-05-02
2829,cash,700,2019-06-01
2830,cash,2400,2016-10-31
2831,cash,1600,2018-06-17
2832,cash,1400,2018-02-26
2833,cash,1000,2019-09-19
2834,cash,900,2015-07-21
2835,cash,600,2017-11-06
2836,cash,1200,2015-12-23
2837,cash,2500,2019-10-08
2838,cash,1400,2012-04-21
2839,cash,700,2014-04-05
2840,cash,500,2018-05-08
2841,cash,900,2018-08-16
2842,cash,2000,2016-10-03
2843,cash,800,2010-08-22
2844,cash,1300,2011-05-15
2845,cash,2300,2019-05-03
2846,cash,2000,2019-05-24
2847,cash,1400,2014-01-11
2848,cash,1600,2019-08-15
2849,cash,500,2019-07-08
2850,cash,800,2014-01-16
2851,cash,1100,2017-09-11
2852,cash,2400,2018-07-05
2853,cash,2000,2019-02-11
2854,cash,1200,2019-09-17
2855,cash,300,2018-07-22
2856,cash,2400,2018-10-13
2857,cash,1700,2017-11-03
2858,cash,900,2019-12-16
2859,cash,900,2015-02-25
2860,cash,1500,2017-02-28
2861,cash,1200,2018-05-30
2862,cash,700,2014-07-27
2863,cash,1800,2019-04-04
2864,cash,700,2016-10-30
2865,cash,1600,2018-11-06
2866,cash,1200,2019-09-23
2867,cash,1400,2014-09-14
2868,cash,2500,2019-10-24
2869,cash,2200,2018-02-16
2870,cash,700,2016-11-09
2871,cash,1600,2017-11-10
2872,cash,900,2010-07-10
2873,cash,700,2014-11-11
2874,cash,1000,2019-08-22
2875,cash,800,2019-04-26
2876,cash,900,2017-07-01
2877,cash,400,2014-04-28
2878,cash,1700,2018-05-22
2879,cash,1600,2015-07-19
2880,cash,600,2017-12-03
2881,cash,500,2019-12-10
2882,cash,1600,2019-03-28
2883,cash,300,2017-11-04
2884,cash,1800,2013-04-11
2885,cash,800,2018-10-09
2886,cash,2100,2019-01-17
2887,cash,800,2018-11-17
2888,cash,1800,2012-12-27
2889,cash,2100,2015-04-24
2890,cash,300,2018-09-30
2891,cash,900,2014-08-04
2892,cash,1200,2013-04-01
2893,cash,1900,2017-07-25
2894,cash,1300,2019-04-04
2895,cash,1200,2017-05-18
2896,cash,900,2019-12-13
2897,cash,600,2018-08-02
2898,cash,300,2018-05-28
2899,cash,500,2015-11-14
2900,cash,1800,2015-10-01
2901,cash,2300,2018-08-01
2902,cash,1100,2016-11-11
2903,cash,1500,2016-03-03
2904,cash,300,2019-04-19
2905,cash,800,2016-11-21
2906,cash,1800,2019-04-14
2907,cash,400,2018-10-09
2908,cash,300,2018-11-26
2909,cash,2000,2018-07-22
2910,cash,2200,2018-12-25
2911,cash,1100,2018-03-31
2912,cash,1600,2014-11-11
2913,cash,1700,2016-12-22
2914,cash,1000,2019-09-30
2915,cash,900,2017-08-11
2916,cash,500,2012-02-23
2917,cash,1500,2018-09-13
2918,cash,2400,2019-02-18
2919,cash,2100,2018-05-28
2920,cash,1000,2017-06-24
2921,cash,600,2019-12-22
2922,cash,1400,2018-08-21
2923,cash,800,2019-11-24
2924,cash,2200,2015-07-28
2925,cash,1100,2015-03-24
2926,cash,2300,2019-06-29
2927,cash,600,2018-03-18
2928,cash,500,2015-12-01
2929,cash,2000,2017-04-04
2930,cash,1200,2017-05-20
2931,cash,1600,2016-12-10
2932,cash,1500,2017-02-01
2933,cash,900,2017-02-19
2934,cash,1900,2019-10-16
2935,cash,1400,2016-07-31
2936,cash,600,2017-10-02
2937,cash,1700,2018-10-05
2938,cash,1500,2016-08-26
2939,cash,1200,2017-03-19
2940,cash,1200,2015-03-15
2941,cash,1600,2013-04-03
2942,cash,900,2012-05-17
2943,cash,2100,2019-08-31
2944,cash,2200,2017-10-19
2945,cash,1900,2019-05-13
2946,cash,2100,2017-01-19
2947,cash,2000,2019-03-09
2948,cash,1100,2016-03-17
2949,cash,2200,2018-11-01
2950,cash,1300,2016-09-02
2951,cash,300,2016-04-19
2952,cash,700,2019-04-12
2953,cash,1700,2019-04-02
2954,cash,2500,2017-12-27
2955,cash,500,2017-09-28
2956,cash,1400,2015-08-15
2957,cash,400,2017-03-14
2958,cash,1000,2019-04-10
2959,cash,2300,2019-03-25
2960,cash,2000,2016-03-14
2961,cash,1200,2018-11-23
2962,cash,1900,2019-12-23
2963,cash,1100,2019-12-22
2964,cash,1600,2013-01-28
2965,cash,1000,2019-05-03
2966,cash,700,2019-12-28
2967,cash,2500,2017-06-19
2968,cash,500,2019-09-13
2969,cash,1900,2011-06-20
2970,cash,600,2017-03-17
2971,cash,300,2015-10-29
2972,cash,1100,2017-12-09
2973,cash,800,2010-06-04
2974,cash,2200,2018-03-04
2975,cash,900,2018-06-06
2976,cash,900,2019-06-11
2977,cash,2200,2017-08-13
2978,cash,2400,2014-01-06
2979,cash,900,2014-07-13
2980,cash,500,2014-01-29
2981,cash,900,2017-11-11
2982,cash,400,2019-04-25
2983,cash,500,2019-12-06
2984,cash,1300,2019-07-16
2985,cash,1600,2016-01-11
2986,cash,800,2019-02-24
2987,cash,1800,2019-07-08
2988,cash,1600,2018-02-19
2989,cash,2200,2019-07-17
2990,cash,1300,2017-12-03
2991,cash,1600,2016-07-06
2992,cash,2300,2019-11-22
2993,cash,500,2018-04-28
2994,cash,1400,2014-02-28
2995,cash,2100,2019-11-21
2996,cash,600,2019-07-02
2997,cash,2300,2016-07-16
2998,cash,2400,2019-11-21
2999,cash,1300,2019-12-04
3000,cash,2300,2019-02-15
3001,cash,1200,2018-02-21
3002,cash,1600,2016-11-13
3003,cash,1000,2019-12-31
3004,cash,2400,2017-06-28
3005,cash,2400,2014-08-20
3006,cash,1000,2018-10-14
3007,cash,1500,2017-08-29
3008,cash,800,2013-10-09
3009,cash,800,2019-10-07
3010,cash,1900,2019-02-08
3011,cash,700,2017-09-25
3012,cash,400,2016-07-09
3013,cash,600,2017-01-17
3014,cash,2500,2018-07-28
3015,cash,1300,2016-11-12
3016,cash,1000,2018-12-30
3017,cash,800,2017-04-01
3018,cash,1100,2019-10-02
3019,cash,900,2014-10-06
3020,cash,1800,2019-04-27
3021,cash,2000,2019-06-08
3022,cash,1300,2016-12-04
3023,cash,1700,2018-07-03
3024,cash,2100,2019-05-18
3025,cash,1000,2016-12-13
3026,cash,1400,2019-08-29
3027,cash,600,2019-05-25
3028,cash,2300,2019-06-18
3029,cash,2200,2018-11-07
3030,cash,1200,2018-10-16
3031,cash,400,2019-06-26
3032,cash,1800,2018-01-19
3033,cash,500,2019-10-12
3034,cash,2400,2016-06-09
3035,cash,300,2019-12-13
3036,cash,300,2019-04-27
3037,cash,600,2019-12-21
3038,cash,800,2018-11-09
3039,cash,600,2016-06-28
3040,cash,2400,2011-08-13
3041,cash,1200,2019-08-10
3042,cash,1500,2016-06-21
3043,cash,2000,2018-07-20
3044,cash,300,2019-01-10
3045,cash,1300,2019-07-23
3046,cash,2000,2017-05-02
3047,cash,2300,2012-09-26
3048,cash,1200,2019-08-15
3049,cash,2400,2018-02-24
3050,cash,2000,2019-05-19
3051,cash,2300,2013-12-04
3052,cash,1000,2019-09-14
3053,cash,2300,2019-12-11
3054,cash,300,2016-09-18
3055,cash,2500,2019-01-19
3056,cash,2200,2019-12-06
3057,cash,1400,2018-08-20
3058,cash,2500,2018-11-23
3059,cash,2200,2018-08-02
3060,cash,2000,2012-01-21
3061,cash,1900,2014-11-03
3062,cash,2200,2016-06-03
3063,cash,900,2018-01-23
3064,cash,2000,2019-12-31
3065,cash,2200,2017-08-29
3066,cash,1600,2016-11-29
3067,cash,400,2019-08-29
3068,cash,2300,2019-08-31
3069,cash,2000,2014-03-15
3070,cash,2100,2019-10-11
3071,cash,800,2018-01-13
3072,cash,2100,2014-12-26
3073,cash,1100,2013-04-21
3074,cash,1600,2013-11-02
3075,cash,700,2014-11-29
3076,cash,2000,2018-09-06
3077,cash,1700,2014-04-27
3078,cash,1400,2013-11-17
3079,cash,1000,2015-08-22
3080,cash,600,2018-08-18
3081,cash,1700,2017-08-20
3082,cash,1400,2018-07-29
3083,cash,2200,2018-03-18
3084,cash,900,2018-12-08
3085,cash,2000,2017-06-25
3086,cash,300,2017-02-13
3087,cash,1000,2016-10-23
3088,cash,1600,2018-05-04
3089,cash,2200,2019-06-14
3090,cash,2200,2014-11-14
3091,cash,1100,2016-09-30
3092,cash,2300,2018-01-11
3093,cash,2500,2012-10-15
3094,cash,2200,2019-11-15
3095,cash,1500,2019-11-21
3096,cash,700,2017-08-23
3097,cash,1600,2018-08-21
3098,cash,1800,2015-07-19
3099,cash,2100,2013-08-31
3100,cash,2000,2013-06-11
3101,cash,2400,2014-05-05
3102,cash,600,2016-03-27
3103,cash,2500,2018-12-13
3104,cash,700,2019-07-04
3105,cash,300,2015-02-03
3106,cash,600,2017-02-10
3107,cash,1700,2019-12-01
3108,cash,1500,2015-08-05
3109,cash,900,2016-08-19
3110,cash,1700,2019-04-01
3111,cash,1900,2018-12-23
3112,cash,1900,2019-05-22
3113,cash,2100,2014-10-26
3114,cash,800,2013-09-19
3115,cash,1600,2017-02-06
3116,cash,1700,2018-03-26
3117,cash,500,2019-02-19
3118,cash,300,2016-07-07
3119,cash,1000,2010-08-05
3120,cash,1300,2012-06-16
3121,cash,1300,2015-07-17
3122,cash,700,2013-02-04
3123,cash,1800,2019-12-07
3124,cash,2000,2019-07-02
3125,cash,1400,2019-08-21
3126,cash,2100,2018-08-13
3127,cash,1700,2015-08-04
3128,cash,2400,2016-12-23
3129,cash,1300,2018-01-20
3130,cash,2100,2016-03-05
3131,cash,1600,2019-10-19
3132,cash,1900,2019-11-24
3133,cash,1900,2019-03-02
3134,cash,600,2019-10-28
3135,cash,2100,2019-05-03
3136,cash,1700,2016-09-15
3137,cash,2500,2019-10-12
3138,cash,900,2018-05-28
3139,cash,2200,2011-07-03
3140,cash,500,2017-05-10
3141,cash,700,2019-08-24
3142,cash,600,2019-10-07
3143,cash,1400,2017-02-23
3144,cash,800,2017-02-15
3145,cash,2100,2019-08-19
3146,cash,2500,2017-08-28
3147,cash,500,2019-12-29
3148,cash,1400,2016-08-10
3149,cash,1000,2011-07-23
3150,cash,1500,2013-07-06
3151,cash,1500,2017-04-23
3152,cash,2000,2013-09-21
3153,cash,1000,2019-11-17
3154,cash,800,2010-05-09
3155,cash,1900,2019-06-02
3156,cash,900,2016-10-17
3157,cash,1700,2011-09-08
3158,cash,2500,2016-04-01
3159,cash,700,2014-04-05
3160,cash,1700,2018-10-12
3161,cash,1300,2019-12-27
3162,cash,1400,2019-12-11
3163,cash,1700,2019-12-20
3164,cash,800,2019-11-24
3165,cash,600,2016-01-16
3166,cash,2500,2014-07-16
3167,cash,2500,2016-01-02
3168,cash,600,2017-09-29
3169,cash,2300,2016-05-11
3170,cash,1800,2019-05-11
3171,cash,800,2015-12-10
3172,cash,1800,2019-01-11
3173,cash,1400,2019-04-29
3174,cash,2400,2015-06-04
3175,cash,300,2019-04-17
3176,cash,2100,2018-05-14
3177,cash,1100,2018-10-04
3178,cash,1900,2016-01-05
3179,cash,2300,2015-09-17
3180,cash,1600,2016-01-18
3181,cash,2400,2017-01-28
3182,cash,1400,2012-08-06
3183,cash,500,2019-05-23
3184,cash,500,2018-01-14
3185,cash,300,2013-01-24
3186,cash,2200,2017-06-25
3187,cash,700,2018-02-15
3188,cash,2100,2018-12-28
3189,cash,800,2019-11-21
3190,cash,2200,2016-10-12
3191,cash,2000,2016-09-20
3192,cash,500,2019-06-13
3193,cash,1100,2017-08-05
3194,cash,1800,2017-08-13
3195,cash,900,2019-03-30
3196,cash,1000,2019-08-01
3197,cash,2300,2016-12-16
3198,cash,1200,2019-10-19
3199,cash,1800,2017-04-12
3200,cash,700,2018-04-14
3201,cash,1300,2017-08-18
3202,cash,800,2017-10-10
3203,cash,2300,2017-09-03
3204,cash,1300,2019-09-12
3205,cash,700,2017-03-24
